85,174,10,12,213,117,252,86,253,220,218,61,248,127,2,249
85,175,42,12,214,55,251,109,254,245,219,83,249,67,4,72
85,176,251,12,215,176,249,201,255,208,220,218,249,70,4,222
85,177,130,12,217,42,249,218,0,156,222,207,249,0,5,89
85,185,196,12,231,216,253,36,253,76,227,56,247,38,5,82
85,186,214,12,233,4,253,118,253,110,227,65,246,180,5,44
85,187,38,12,234,248,253,186,253,90,227,52,246,18,5,6
85,188,249,12,236,92,253,204,253,68,227,6,245,207,4,234
85,190,73,12,239,207,253,203,253,68,226,106,245,104,4,201
85,191,225,12,241,164,253,164,253,86,226,114,245,88,4,167
85,196,121,12,247,204,253,142,253,42,224,15,245,18,4,254
85,197,25,12,248,199,253,132,253,45,223,18,244,155,5,30
85,207,106,12,0,18,253,151,0,6,224,21,249,142,0,54
85,208,45,12,0,197,253,171,0,70,224,169,249,191,0,45
85,209,120,12,1,196,253,233,0,240,225,175,250,28,0,43
85,210,126,12,2,66,254,45,1,95,226,86,250,86,0,27
85,212,202,12,2,229,254,219,2,103,227,97,250,47,0,40
85,213,241,12,3,51,255,36,2,168,227,245,249,204,0,69
85,214,116,12,3,94,255,81,2,175,228,66,249,178,0,53
85,215,199,12,3,118,255,176,2,168,228,125,249,152,255,248
85,218,14,12,3,35,0,73,2,101,229,32,249,101,255,202
85,219,81,12,2,228,0,47,2,27,229,23,249,55,255,232
85,229,180,12,0,178,0,105,254,229,219,158,247,68,0,246
85,230,59,12,255,217,0,173,255,63,219,47,247,99,1,7
85,231,147,12,255,51,0,233,255,235,219,8,247,190,0,234
85,232,141,12,255,2,1,131,0,25,216,37,247,15,0,224
85,234,109,12,253,209,0,62,255,148,219,213,247,2,2,23
85,235,217,12,254,156,0,49,254,203,222,137,249,63,2,152
85,245,190,12,255,84,0,252,2,209,227,130,252,178,4,121
85,246,107,12,255,25,1,127,2,221,228,79,252,124,4,57
85,16,49,12,1,232,0,37,255,159,221,223,251,191,255,4
85,17,195,12,1,179,0,68,255,231,222,60,251,221,254,233
85,18,129,12,1,121,0,95,0,22,222,251,251,171,255,8
85,19,133,12,1,106,0,125,0,69,223,152,251,131,255,88
85,27,105,12,2,223,255,30,0,35,231,30,252,2,0,57
85,28,139,12,2,171,255,90,255,223,229,185,251,153,0,105
85,29,85,12,2,116,255,104,255,186,228,245,251,117,0,106
85,30,14,12,2,49,255,136,255,201,227,207,251,42,0,169
85,33,20,12,2,7,254,238,255,115,224,188,249,151,2,115
85,34,66,12,2,79,254,144,254,212,223,156,248,242,3,29
85,35,66,12,2,118,254,117,254,91,223,6,248,175,3,99
85,36,53,12,2,110,254,183,253,152,222,113,248,170,3,123
85,54,120,12,252,217,1,200,2,63,227,223,252,4,2,201
