85,12,217,12,0,178,0,84,255,235,224,83,254,51,6,115
85,13,85,12,0,136,0,58,255,208,224,96,253,255,6,118
85,14,181,12,0,126,0,90,0,17,224,128,253,238,6,111
85,15,199,12,0,123,0,133,0,42,224,85,253,248,6,97
85,16,170,12,0,130,0,98,0,44,224,79,254,19,6,72
85,17,36,12,0,131,0,43,255,216,224,84,254,19,6,72
85,18,38,12,0,158,0,35,255,211,224,86,253,217,6,117
85,19,143,12,1,103,255,219,255,111,224,72,253,97,7,70
85,20,74,12,2,238,255,198,254,203,224,216,253,9,7,251
85,21,24,12,4,100,0,113,254,115,225,1,252,239,7,238
85,22,228,12,5,244,0,51,254,18,224,125,252,130,7,186
85,23,60,12,6,87,254,223,253,171,224,245,251,202,7,173
85,24,100,12,5,226,254,167,253,155,225,51,250,228,7,59
85,25,250,12,5,81,255,119,254,87,225,58,249,187,6,248
85,26,241,12,3,178,255,54,255,77,225,74,249,57,7,75
85,27,65,12,2,88,254,174,254,128,226,109,248,224,7,131
85,28,64,12,1,55,255,203,253,246,226,117,248,82,7,151
85,29,42,12,0,115,255,188,253,165,223,251,247,139,7,235
85,30,55,12,255,213,255,167,254,163,222,209,248,128,7,226
85,31,133,12,254,78,255,37,0,47,223,96,249,176,9,233
85,32,13,12,254,255,255,22,0,179,226,184,251,132,11,24
85,33,151,12,0,176,0,230,0,160,226,168,252,22,10,175
85,34,167,12,254,230,1,86,255,189,229,37,251,117,9,33
85,35,53,12,254,118,1,63,253,168,227,243,250,53,9,194
85,36,72,12,255,166,1,36,253,75,225,162,248,59,10,106
85,37,146,12,1,92,255,166,254,74,223,65,246,99,10,185
85,38,9,12,3,146,252,154,255,246,223,50,248,138,8,66
85,39,91,12,3,204,0,15,255,253,226,191,249,139,6,74
85,40,179,12,1,178,0,150,255,202,227,2,249,132,6,45
85,41,168,12,0,238,254,134,0,160,228,249,249,64,7,109
85,42,191,12,1,250,254,128,254,57,227,254,248,102,8,188
85,43,199,12,255,247,255,144,254,255,223,195,247,7,9,144
85,44,102,12,254,1,1,28,254,232,218,162,246,173,11,46
85,45,45,12,0,216,255,141,0,31,222,5,249,218,11,221
85,46,233,12,0,26,0,157,3,60,226,91,251,227,9,195
85,47,162,12,253,227,1,66,1,7,230,181,250,15,8,191
85,53,223,12,2,62,0,0,0,183,226,59,249,61,6,131
85,54,123,12,1,13,255,87,0,60,229,217,249,124,6,150
85,55,62,12,0,72,0,45,255,246,227,109,249,35,7,85
85,56,158,12,255,176,0,81,255,48,223,169,247,140,8,80
85,57,125,12,254,100,1,165,254,85,219,216,247,45,10,53
85,58,166,12,253,157,255,70,255,150,222,141,249,69,11,114
85,59,101,12,249,159,255,129,1,46,225,169,250,156,9,233
85,60,71,12,244,133,255,164,1,95,227,111,251,68,8,38
85,61,237,12,242,140,254,91,3,112,227,134,250,120,8,180
85,71,38,12,218,124,248,229,6,205,225,49,248,13,6,247
85,72,200,12,222,198,246,75,9,215,226,54,247,16,9,207
85,73,175,12,228,199,248,237,3,187,228,107,246,118,10,144
85,74,145,12,235,242,251,93,2,22,227,186,245,9,10,147
85,75,224,12,243,200,251,229,0,104,226,149,244,229,11,118
85,76,168,12,248,235,252,63,0,21,224,36,245,4,12,96
85,77,1,12,251,65,252,82,254,60,220,223,246,81,10,37
85,78,95,12,255,228,252,252,255,178,227,21,249,97,6,111
85,79,192,12,0,34,254,6,255,20,228,24,247,158,6,228
85,83,191,12,255,237,255,190,254,127,222,241,244,70,9,123
85,89,21,12,0,56,1,58,255,61,225,196,245,179,11,2
85,90,66,12,2,44,0,27,0,150,223,91,245,141,11,144
85,91,176,12,3,127,254,109,1,26,223,209,247,231,8,6
85,92,82,12,2,0,2,28,0,60,224,149,249,45,5,74
85,93,116,12,2,6,255,79,1,142,227,246,249,124,6,47
85,94,134,12,0,194,254,126,255,252,230,238,248,239,6,128
85,95,146,12,255,134,255,156,255,113,229,110,247,77,7,88
85,101,3,12,255,94,1,146,0,46,230,97,249,92,8,53
85,102,143,12,255,55,1,34,0,19,229,242,248,181,8,139
85,103,172,12,1,51,255,255,253,46,225,33,245,99,10,223
85,104,155,12,3,236,0,106,252,135,217,184,242,222,13,69
85,108,139,12,1,35,0,176,2,220,228,177,248,22,7,35
85,109,155,12,0,254,0,152,1,227,228,49,247,224,7,34
85,110,76,12,0,148,255,152,0,37,227,153,246,143,7,232
85,111,125,12,255,164,254,84,254,149,227,50,245,143,8,72
85,116,248,12,27,136,5,107,252,10,227,37,246,34,9,170
85,117,219,12,48,165,9,76,247,143,228,63,246,163,6,93
85,118,18,12,66,155,11,193,246,112,222,4,246,250,4,33
