85,76,220,12,0,197,0,50,0,24,223,201,255,188,0,94
85,77,108,12,0,250,0,78,0,54,223,222,255,224,0,70
85,78,102,12,0,239,0,118,0,42,223,187,255,233,0,73
85,82,5,12,0,242,0,85,0,16,223,189,255,227,0,36
85,83,187,12,0,206,0,68,0,26,223,176,255,224,0,21
85,84,244,12,0,213,0,72,0,58,223,190,255,227,0,18
85,85,5,12,0,237,0,72,0,41,223,200,255,232,0,13
85,86,163,12,0,238,0,47,255,230,223,202,255,241,255,253
85,87,40,12,0,186,0,26,255,214,223,187,255,213,0,5
85,90,5,12,0,212,0,4,0,65,223,208,255,239,0,67
85,91,17,12,0,193,0,32,0,63,223,212,255,226,0,81
85,92,207,12,0,174,0,47,0,14,223,175,255,230,0,101
85,95,185,12,0,159,0,33,255,241,223,216,255,220,0,107
85,96,155,12,0,128,0,56,255,234,223,214,255,216,0,98
85,98,188,12,0,118,0,106,0,31,223,192,255,192,0,83
85,99,206,12,0,133,0,109,0,50,223,194,255,180,0,74
85,100,213,12,0,135,0,102,0,61,223,191,255,203,0,55
85,109,115,12,4,42,254,130,254,28,223,254,253,129,2,66
85,110,5,12,4,241,254,126,254,9,223,245,253,79,2,95
85,111,176,12,5,98,254,78,253,190,224,3,252,218,2,123
85,112,240,12,5,225,254,22,253,38,224,79,252,48,2,106
85,113,147,12,6,64,254,30,252,209,224,103,252,0,2,19
85,114,227,12,6,96,254,78,253,24,224,204,251,169,1,191
85,115,67,12,6,179,254,198,253,86,224,224,251,117,1,54
85,117,242,12,5,186,255,204,255,10,223,201,251,88,0,88
85,118,212,12,4,150,255,243,255,94,223,203,250,233,0,82
85,126,225,12,1,58,255,92,253,182,222,71,249,41,0,69
85,128,91,12,255,224,255,142,252,146,221,53,249,128,0,202
85,129,231,12,254,249,255,201,253,85,218,185,248,171,1,147
85,130,61,12,255,40,255,144,253,20,219,192,249,129,2,83
85,131,102,12,255,226,254,196,255,8,221,28,252,25,3,159
85,134,37,12,255,133,0,10,1,86,226,62,253,205,5,69
85,135,56,12,254,194,1,110,1,189,225,61,253,28,5,3
85,136,253,12,253,150,1,244,2,4,225,167,252,89,4,130
85,137,120,12,253,89,2,69,2,25,226,125,252,42,4,43
85,156,210,12,0,168,254,131,254,218,229,38,250,146,0,46
85,157,64,12,0,198,253,248,253,119,228,124,250,34,0,137
85,158,140,12,1,5,253,165,253,16,226,143,249,111,0,242
85,159,92,12,1,103,253,174,253,111,223,116,249,49,1,83
85,160,141,12,1,17,253,239,254,162,220,178,249,6,1,85
85,161,106,12,255,225,254,184,255,17,220,146,248,201,1,136
85,162,174,12,255,104,255,209,254,232,219,19,248,250,1,164
85,163,199,12,254,143,255,169,255,237,220,74,248,212,2,166
85,164,117,12,0,5,0,244,0,76,223,145,250,240,3,199
