8219.05791438410,40312
8236.02185524054,40602
8217.75693239949,40615
8224.88188365037,40630
8250.22217882645,40643
8199.80298543812,40710
8225.22230702611,40723
8237.64201698520,40736
8227.37746794202,40751
8229.14649280227,40928
8234.20633698232,40944
8222.18182722809,40956
8201.31032213756,40970
8226.67253511405,41150
8238.59715000072,41163
8196.94260075059,41176
8255.37097894454,41191
8223.82496165865,41368
8174.22473388149,41384
8220.85007769877,41396
8207.17454426309,41409
8220.14756558542,41590
8222.87005856227,41603
8226.38900125686,41616
8221.32842063860,41631
8187.53320603953,41808
8201.42499813295,41824
8265.63010302299,41837
8248.03976712043,41849
8167.51914598307,42032
8197.50071668187,42046
8260.17729833930,42065
8241.30851260890,42079
8195.05399616134,42472
8227.31146851752,42485
8229.97290396511,42500
8224.41548074997,42513
8211.47642023040,42549
8232.97212433031,42561
8264.43621791589,42574
8198.44588931340,42589
7951.22971621371,42688
8216.13881333561,42704
8226.27212046865,42716
8206.42949156330,42729
8231.02284044942,42911
8231.77975895856,42923
8221.92447058473,42936
8213.53541418066,42951
8212.81005502988,43128
8230.74881162097,43143
8163.87046688027,43156
8198.72002205221,43169
8218.09953699758,43351
8227.46017918045,43363
8220.71614885223,43376
8230.47289042373,43391
8229.47829452146,43573
8236.54751701220,43589
8262.93852088953,43601
8230.21075064301,43629
8238.65164939020,43791
8189.61452084284,43803
8194.12344305356,43816
8187.86229732766,43831
8156.99393159023,44008
8198.33653859122,44024
7967.65843896436,44036
8154.58429351246,44049
8200.13054774130,44230
8237.56602401461,44251
8175.79873773810,44448
8289.86013151005,44464
8312.54527807217,44476
8321.13363671080,44489
8370.43063408328,44671
8364.32627292838,44691
8311.97178772882,44705
8242.20146562798,44717
8344.77237556542,44888
8316.33988001934,44904
8405.05211167665,44916
8375.90102615831,44929
8447.13779927852,45111
8358.67232280341,45131
8139.15216714861,45145
8025.95819824648,45157
8088.05248499291,45328
8040.42816024121,45344
8249.25378443408,45356
8149.88410960548,45369
8012.55521041821,45571
8090.46852784188,45586
8271.55354211044,45599
8219.29224446971,45612
8177.92021237674,45991
8243.03378617362,46011
8274.77745924323,46026
8202.80293558244,46039
8236.84393442051,46208
8294.65400122271,46224
8310.93045332470,46237
8345.86514389012,46249
8197.65905609644,46648
8131.98309147282,46664
8223.86831120246,46676
8348.35684431373,46689
8368.80045167764,46870
8221.98546581054,46892
8279.62982264303,47311
8194.22467351243,47331
8171.38482755523,47346
8253.71976747454,47358
8292.09925169737,47570
8013.70182874306,47585
8245.35899764224,47598
8394.45531288362,47611
8165.42503486499,47750
7851.33294415668,47774
9359.57830246640,47968
10108.48396150481,47985
10477.68514510719,47998
10619.52856769075,48010
8080.75002707050,48191
7965.69934155187,48211
8060.64470126304,48227
7816.43761569168,48240
7410.19028095770,48408
7400.48653805951,48424
7755.04345571319,48437
8582.84445856966,48450
9341.06990660064,48631
10163.81124381990,48652
8583.97635131877,48667
8427.92145193581,48680
7870.11410336597,48848
7212.21560964451,48865
6940.76948183701,48878
7020.02179483796,48891
7134.05088291357,49071
7095.63732162235,49091
8886.27233433683,49107
9410.36030128496,49119
11471.37053712414,49288
11306.23053895506,49304
9263.48168886839,49317
8557.48841658579,49330
7514.78775482049,49570
6836.15367001064,49586
6927.89340275960,49599
7100.27119200386,49612
7240.48340927592,49951
7756.41109018855,49971
