1.99089656591,41065
2.00699208712,41105
2.03028851641,41199
2.01685404086,41225
2.00831488250,41264
2.02499752589,41306
2.02657297950,41345
2.02720848176,41419
2.01197612930,41427
2.00184344479,41464
2.00816412640,41504
2.02987714003,41545
2.02552582704,41639
2.02026297116,41667
1.98740147535,41708
2.00753037069,41745
2.02256397406,41785
2.01485131074,41859
2.01356256671,41870
2.00610123525,41906
2.00848871933,41945
1.95802681549,41985
2.05513553303,42088
2.02276673116,42533
2.02254325297,42598
2.01853958367,42625
1.98570234480,42665
1.98894660474,42739
1.97715990740,42748
1.99867456445,42785
2.00991961942,42825
2.00364845878,42865
1.98589319814,42959
1.98136888171,42986
1.96869134815,43027
1.90336404107,43065
1.81112515988,43105
1.72356581517,43176
1.65122560675,43188
1.67512528712,43226
1.68947736689,43265
1.67862033211,43305
1.92030663190,43399
1.86682656123,43425
1.78004213003,43558
2.16437875592,43613
2.72268094690,43637
2.81493260034,43665
2.71989894026,43706
2.64759013312,43745
2.20558471199,43839
2.06094912900,43865
1.91431095690,43905
1.81288373518,43948
1.67446560555,43985
1.59043091749,44060
1.57440413999,44073
1.47813659606,44107
1.45586011214,44145
1.56392327335,44185
1.66614979140,44238
2.00217736825,44267
2.23496216615,44305
2.52525760568,44346
2.70850426091,44385
2.63493723554,44425
2.12812262295,44596
2.03351334139,44625
2.03320896979,44678
2.08714039012,44745
1.98576249777,44786
1.99925829873,44825
2.00445662854,44940
2.07374990592,44986
2.00731146160,45066
2.03437530998,45119
2.04545545493,45185
2.03938272307,45225
2.01837128210,45265
1.99709625973,45305
2.05780182359,45376
2.00339205504,45391
2.01756695045,45426
1.99910805974,45558
1.98195312294,45622
2.02420281330,45630
2.00681923815,45665
1.98933465179,45706
2.00943451981,45746
2.03350769165,45786
2.04307838131,45826
2.03747437188,45865
2.05032258127,45907
2.05449441357,45946
2.04899070683,45999
2.03628359449,46047
2.02876314738,46066
1.98128768722,46107
1.99360493742,46146
2.03126650216,46186
2.01416490958,46257
2.02506070958,46273
1.99775830195,46306
2.00983240518,46346
2.09544454154,46386
2.08103134450,46426
2.08571452474,46557
2.09499467321,46586
2.08277142377,46626
2.04266469673,46697
2.00987991067,46709
1.95279049106,46747
1.98774634475,46786
2.07426389727,46826
2.04795120062,46880
1.95859376125,46906
1.83593179011,46946
1.88207790084,46987
1.99859175053,47026
2.01256236192,47066
2.05433369625,47106
2.03889152935,47146
2.03748490702,47186
2.10887804535,47226
